komentar,label
krn media pers dibungkam wkwkwk,0
walah tempo ini info dr a klo ini sandiwara cinta tempo sendiri biasanya plg ahli investigasi katanya ini itu info org dkt ini itu ini ada babi n tikus d kantor kok gk bs inves sendiri tp sgaja bikin rame di publik tempek,0
kecam pengerahan pengebom strategis as b b ke korsel korut ancaman terbuka bagi keamanan,1
kantor redaksi tempo dikirimi kepala babi dan tikus tikus tanpa kepala little did they know babi dan tikus tikus yang dipenggal itu ya menggambarkan kondisi para pengirim di suatu hari nanti iya gak,0
"ini tll nya murni 

tempo menggoreng sesuai prosedur jurnalistik dan bisa dipertanggungjawabkan 

bahkan bahlil gk bisa membantah kebenaran tentang iup tambang yg dibagi 

kalau ingin membantah gorengan bantah dengan hukum jgn ngirim kepala babi pake otak",0
awalnya malah ngira salah satu jurnalis tempo tapi baca komen oh mba itu sedih bgt tapi gak kaget terakhir ceramah di masjid ugm udah kliatan,2
"mirip bebek kwkwkwk 
 
 egga layak itu haha knpe ka d 
 
 aw tikus cica",0
hola berdasarkan informasi yang ada dari tujuh jurnalis yang mewawancarai presiden prabowo subianto pada april tidak ada yang berasal dari tempo mereka berasal dari detikcom tvone idn times narasi harian kompas sctv indosiar dan tvri,1
jurnalis tempo buat apa takut kan sesuai sila pertama bekingan kami tuhan yang maha esa,0
operasi tni meluas ke ruang siber setelah uu tni disahkan seberapa jauh tempoplus,1
"bukan mungkin udh dilakukan kok 
beritanya masih anget semua 

tempo dikirimin pala babi tikus yg dipenggal 
kemarin jg ada wartawan yg diduga dibunuh di hotel",0
"korban aksi demo mahasiswa berjatuhan malam ini beberapa korban peserta aksi tolak revisi uu tni telah dilarikan ke unit igd ugd rs pelni tapi penuh 
 
 
 
 
babi kontol mampus laut bercerita cica rizky ridho mees hilgers tolakrevisiuutni peringatandarurat",1
hanya pengecut yg mngirim seperti itu maju trus masykat sllu ada buat tempo,0
maaf nder awalnya tak kira tikus,0
"tempo dikirimi kepala babi sama tikus kupikir bakal diem tempo justru melawan dan nembak nama 
dan salah satunya my lord disco 
tempo memasak terlalu banyak minyak",0
jujur sedih bgt tv sebagai media yg dinilai bs menjangkau grassroot tp malah dibungkam semua,0
jual nama bapak kah,1
susah bang media kita udh dibungkam palingan cmn selewat atau malah cmn running text,0
aji gelar uji kompetisi jurnalis di bandung infobdg,1
dulu tempo kritis sama kapitalisme sekarang malah jadi bagian dari kapitalisme asing itu sendiri chuakss,0
kembali kantor tempo dapat kiriman bangkai tikus yg dipenggal yang ditujukan kepada redaktur tempo,1
awas loh undang undang pers di ganti dilarang mengundang cawapres,1
cuitan cuitan paling viral ini mencakup teror terhadap tempo seperti pengiriman kepala babi dan bangkai tikus serta intimidasi terhadap jurnalis lainnya yang memicu kekhawatiran akan kembalinya praktik pembungkaman pers ala orde baru dan ancaman terhadap kebebasan pers,1
weh ini tempo kenapa diserang,0
akibat serangan orang tak dikenal kantor tempo berantakan teamfollowback,0
"breaking hasan nasbi mundur dari kepala pco juru bicara presiden prabowo ia pamit april minta maaf ke presiden tapi publik belum lupa komentarnya soal kepala babi ke jurnalis tempo masak saja 
 rajamedia",1
"ikutan nonton ah biar dingin kepala rt 
 
 i am watching catatan seorang jurnalis on tvone",1
pelaku dan motif teror terhadap jurnalis bocor alus tempo dibahas tuntas di siniar open minded ikuti diskusi mendalam bersama wapemred tempo bagja hidayat pengamat media makroen sanjaya dan jurnalis senior insan sadono tentang ancaman terhadap kebebasan pers dan demokrasi,1
tuhkan anies gak ngapa ngapain aja diserang apalagi terang terangan pro uu tni setidaknya dia udh ngasih argumen walaupun netral yk it s so dangerous for him bisa kayak kasusnya tempo dikirim hal gak jelas,0
pessoal dizendo que eu tava perdendo tempo na enfermagem e deveria ser jornalista,2
"padahal antara beritanya gak sekeras tempo loh 

masih bisa digituin juga 

mereka ngarepnya gimana sih 

sebenarnya aja dari total jurnalis kompak ngasi framing rezim as inherently evil di semua media

selesai itu rezim",0
pelukis omspikbuzzer pilihyuk penulis pelukis jurnalis,1
serangan pemberontak ke kantor polisi kashmir india dua tewas,1
iya bang udah dibahas di video bocor alus bahkan bbrapa ada yg tni tapi kayak oh yaudah gak kaget,0
bukankah cica ini nonis biasa juga makan daging babi seperti nonis lainnya kecuali dikasik ke wartawan muslim itu masalah jika bukan daging busuk kasik ke warga nonis ntar dimasak juga carik aja pelakunya,0
media yg dibungkam dimana harga diri kalian,0
justru statment yg utuh ini mmprrjelas ancaman yg dialami pers ditanggapi dg guyonan mmg tdk ada baca belum yg dibredel dilarang tpi intimidasi ancaman trhdp pers adlh slh satu bentuk pelarangan,0
rusia puji ketangguhan hizbullah meski diserang israel,2
sabar jgn lupa krjain pr bkin blog bkin diary bkin tugas jurnalis dllrt stres meeting,0
"press pers
mereka tidak suka pers
pres dilarang masuk",0
ready cute shoes tikus,2
ya kita kan tidak tahu juga teror itu dari mana tapi yang jelas tempo terutama bocor halus itu fransisca dari bocor halus kan selama ini vokal banget mereka,0
"polri identifikasi seorang terduga pelaku pengirim kepala babi ke tempo

tim penyidik direktorat tindak pidana umum dittipidum bareskrim polri menyelidiki kasus dugaan teror kiriman kepala babi dan bangkai tikus di kantor tempo salah satu penyelidikan dilakukan dengan",1
teror ke tempo makin brutal kepala babi sekarang bangkai tikus media dibungkam kebenaran dikubur,0
kantor tempo dikirimi kepala babi dan bangkai tikus polisi diminta usut tuntas polisi diminta mengusut tuntas teror kiriman bangkai kepala babi dan tikus yang telah terpenggal ke kantor redaksi tempo,1
"loucura ver vc gasta tempo falando disso t querida 
babi bla babi bla babi bla bla bla",0
"istana diduga memanfaatkan salah satu simpul relawan demi menggaungkan kebijakan mereka adalah para pendengung dan pemengaruh di jagat maya selain menyiarkan program mereka acap menggempur pengkritik kebijakan pemerintah 

majalah tempo edisi terkini",1
makanya kalo media udah diserang buzzer kayak tempo gue sedikit ada keyakinan dia ada di sisi yang seharusnya di sisi rakyat,2
bukan cuma pers tapi kepada perempuan kepada suara perempuan ibu suciwati pernah dapat ancaman pembunuhan ketika menuntut keadilan atas suaminya najwa shihab dibakar bukunya karena menyuarakan indonesia darurat sekarang cica jurnalis tempo ini kekerasan berbasis gender,0
semoga dpr tersebut masuk jalur masing masing,1
pejabat indo knp pada asbun semua sih gw nonton clip wawancara di tt ttg kepala babi yg dikirim ke tempo trs dia jawab nya gojek yg ngirim,0
"gaada batasan lawakmu yang didoxxing grgr make ai itu di sosmed loh 

buka mata deh gausah positive thinking kiriman ke kantor tempo minggu ini sangat jelas adalah ancaman ada media yang vocal tp baru satu yg diancam dan lo bakal nunggu nya atau semua kena",0
sehat jurnalis tempo,2
semoga tuhan memberikan keselamatan untuk seluruh jurnalis tempo,1
"menurut al jazeera israel emang menargetkan langsung kelompok jurnalis 

 narasi daily",0
"iqbal kusumadireza rezza jurnalis harian lepas dan prima mulia fotografer tempo mendapat serangan kekerasan dan intimidasi oleh anggota polrestabes bandung 

baca sebar lawan",1
aji kecam serangan preman kekntor tempo ketua umum aliansi jurnalis independen aji eko maryadi mengutuk dan,1
frasa udah dimasak aja pernah diucapkan oleh hasan nasbi kepala kantor komunikasi kepresidenan pada maret dia bilang gitu saat menanggapi kiriman kepala babi sebagai ancaman ke jurnalis tempo komentarnya bikin heboh dan kayaknya jadi referensi lucu cocok sama,2
"beberapa waktu lalu tempo diteror kepala babi dan bangkai tikus kemudian suma ui direpresi jurnalisnya dipukuli 

malam ini anggota perhimpunan pers mahasiswa indonesia ppmi kota malang dipukul secara biadab oleh polisi 

polisi malang tidak belajar dari kanjuruhan",0
full sorotan kasus teror ke tempo kepala babi bangkai tikus hingga respons candaan istana,1
homens s o um desperd cio de tempo,1
hektare sawah diserang hama tikus dan wereng,0
fazia tanto tempo que nenhuma amiga minha terminava relacionamento e passava a cometer maluquices que eu j tinha esquecido os desesperos que isso d,2
"tempo aja udah kena teror x 
jurnalis di medan rumahnya dibakar tewas 
pns jd saksi pengadilan tiba di temukan tewas tanpa kepala 
waspada aja culikan dari rose gank akan tiba",0
"ga ngerti lagi sama babi babi ini
 tolakuutni tolakruupolri",0
"dua kali dalam sepekan kantor redaksi tempo memperoleh kiriman intimidatif aksi teror ini bukan sekadar gangguan tetapi ancaman serius bagi kebebasan pers di indonesia 
 
simak penjelasan lebih lanjut hanya di detiksore di 

 detikcom",1
"indonesia gelap
yang cape baca berita lebih cape lagi nonton berita di tv media aja uda dibungkam sekarang yg memberitakan kebenaran malah diteror bahkan jurnalispun dibunuh ayo bersatu siapa lagi yg berpihak ke rakyat kalo bukan kita sendiri
 tolakruupolri cabutuutni",0
ele se culpa se os jogadores n jogam bem lembra das declara es sobre alcaraz acho meio equivocado mas ele vai aprender com o tempo talvez boto possa falar algo nesse sentido v rios jogadores n est o bem ele precisa entender q o principal objetivo ganhar n o recuper los,2
biar kau,0
ssa,2
tempo kenapa gk dapat bocor alus siapa pengirim babi dan bangkai tikus kan tempo sok pintar dan sok tahu,0
korban media buzzer justru tempo yg memberitakan tentang tidak keadilan di indonesia berkali kali tempo mendapatkan intimidasi lewat berbagai aspek terakhir kepala babi siapa pelakunya sampai sekarang cuma yg diminta keterangan ojol nya saja yg order goib,0
"kami bersama tempo 

berita selengkapnya dapat dilihat di sini",1
kayaknya salah satu syarat jadi jurnalis tempo adalah tidak takut terhadap segala bentuk teror mereka backingannya tuhan,2
gagal fokus sama bungkusnya kok bisa gambar mawar kek ngode nih ceritanya,0
a maioria da torcida s deram voto nico no m ximo um voto aqui e ali tu jura em eles iam gastar tempo votando pra salvar o jo o sendo que a renata nem tava correndo risco agora e que eles v o come ar a votar pra valer,2
nunca tinha comprado nada nessas promo es da amazon e odiei que eles d o tempo para finalizar a compra tive que pensar alterar endere o arrumar pagamento sem pensar muito s foi mesmo,2
kim jong un ancam gunakan senjata nuklir jika negaranya diserang,0
udah ditahap capek ini juga lagi menunggu tanggapan utk bangkai tikus yg dikirim ke tempo mau lihat seberapa kosong dan asbun omongan mereka,0
"hei 
 
 berikan analisis objektif kenapa gak ada jurnalis tempo",1
isso mesmo babi trabalho trabalho seu filho ter muito orgulho de voc,0
yg kirim kepala babi ke tempo nyesel ga kira,0
aksi teror berupa pengiriman kepala babi dan bangkai tikus tanpa kepala ke kantor tempo mendapat kecaman keras dari berbagai pihak termasuk ketua umum pasukan bawah tanah pasbata david febrian ia menegaskan bahwa tindakan tersebut adalah provokasi yang bertujuan mengadu,1
"geger di media sosial narasi provokatif yang mengancam keselamatan presiden prabowo subianto viral di platform x cuitan bernada hasutan ini memicu keresahan dan menuai respons beragam dari netizen 

siapa di balik unggahan ini seberapa serius ancaman ini 

athread",1
redaksi tempo sekarang didominasi jurnalis senior atau anak muda yang belum pengalaman,1
pgn jadi jurnalis ato apalah itu yg dblakang kamera suka bgt ambil s fikom ahh,0
media dibungkam ga boleh nayangin di tv nasional medis ikut diserang dan ga boleh lakuin bantuan tidak lupa menyerang sipil dengan kekerasan gaya profesi yang katanya bertugas mengayomi dan melindungi masyarakat udah copy paste idf nya israel deh diliat liat,0
anj mangnye gua tikus,0
jurnalis tempo termasuk gaa,0
itu karena media mainstream sdh dibungkam rezim otoriter ini wartawan tempo aja di teror,0
bangkai tikus tak berkepala simbol teror mengintimidasi media seperti tempo tikus melambangkan penyakit dan kotoran sedangkan pemenggalan kepala menambah kesan kekerasan menyiratkan ketakutan dan kontrol ini taktik teror untuk membungkam jurnalisme terkait ancaman terbaru,0
"betul kritik 
 
 soal komunikasi politik presiden prabowo tampak akurat dilihat dari ancaman kebebasan pers seperti kasus tempo maret dan usulan uu penyiaran yang batasi jurnalisme investigasi komunikasi presiden yang baik harus transparan terbuka dengan",1
liputan pers orang orang melaksanakan salat jumat di luar masjid al aqsa setelah dilarang memasukinya oleh pasukan penjajah,1
"maret kantor tempo terima paket kepala babi untuk jurnalis perempuan cica 
 maret bangkai tikus tanpa kepala muncul 

cica adalah satu satunya perempuan di siniar bocor alus politik teror ini adalah bentuk represi terhadap jurnalis perempuan",0
isu tentang tekanan pengiklan pada jurnalis tempo belum ada bukti kuat yang ditemukan tempo dikenal sebagai media independen dengan sejarah jurnalisme investigatif sejak bahkan pernah dibredel di era suharto meski begitu tekanan finansial dari,1
pak presiden untuk kebebasan pers saya sarankan selidiki serangan pada jurnalis seperti kasus tempo reformasi hukum seperti kuhp agar tak batasi pers promosikan transparansi dengan briefing media rutin dukung media independen dengan akses informasi,1
"gila tempo diserang buzzer ampe trending
pak 
 
 kalo gak suka tempo jangan sampe pake cara otoriter dan intimidasi itu cuma bakal bikin makin kacau aj
pakelah cara hukum karena ini negara hukum",0
narasi skrg yg beredar itu adalah tempo media asing kirim kepala babi tikus itu settingan mereka sendiri kegaduhan akhir akhir ini ada campur tangan asing source grup nyokap dengan ex dubes omke gams,0
"aku akan mulai aktif gunain media sosial ku untuk bersuara tentang isu isu yang sedang terjadi sekecil kecilnya perlawanan tetap perlawanan 

sebelum semua terlalu jauh dan sebelum kita semua dibungkam kalau sampai di titik itu seenggaknya kita udah melawan sebaik baiknya",0
"boong tuh 
 
 dirmh ku kaga ada tikus nafishaap dipinjem buat membasmi tikus dirumahmu masa gak cont",0
"ini maksudnya gimana sih 
mbak vin ini wartawan tempo yg dikirimi tikus mati",0
ajg abang w baru balik td siapa yg lewat gamungkin tikus kan,0
media tempo dapet tikus kepala nya di potong bangkai sumber penyakit tikus dilambangkan wabah kegelapan koruptor merampas hak orang lain untuk mendapatkan keuntungan pribadi membuang bangkai tikus keinginan untuk menyingkirkan wabah hal hal negatif dalam hidup,0
bocor alus politik juga,0
"rakyat dipukuli oknum secara brutal 
ini alasan media berita indonesia tak berani siarkan demo tolak ruu tni ada ancaman prabowo 

buna gempa cerai tolakruupolri tolakruutni",0
akhir sebuah drama parcel kepala babi ke pimred tempo,1
media nya sudah dibungkam,0
effort bgt nyari tikus segala stay safe kak cica n team,2
soal teror kepala babi sya pernah jd cover majalah tempo tidak sya laporkan karena,1
bener tv nasional kayak tvri rcti sctv emang jarang liput demo mungkin karena ancaman ada intimidasi ke media kayak tempo dikirimin kepala babi maret jurnalis idn times diancam maret sampe serangan di surabaya maret ini bikin media takut jadi banyak yang,0
makhluk paling kepo sejagad selain jurnalis adalah murid lo sendiri apalagi kalo mereka masih tahun dan mukanya mulut semua,0
insight with desi anwar bersama endy bayuni jurnalis senior dan setri yasra pemimpin redaksi tempo membahas bagaimana iklim kebebasan pers secara global maupun di tanah air serta apa saja tantangan yang dihadapi pers saat ini,1
"genosida israel terhadap penduduk palestina tetep berlanjut
 demo berminggu tentang policy ngawur pemerintah indo ga didenger media dibungkam brutalitas aparat
 ai slop dgn style ghibli merajalela

we cant have good things in this world i cant enjoy social media anymore",0
padahal udah banyak media yg di bungkam kok masih ada yang bilang baik baik aja kalo baik baik aja mah gamungkin dibungkam kocak ya allah emosi bgt,0
hepatitis atau peradangan hati masih menjadi ancaman kesehatan bagi masyarakat indonesia karena minimnya kesadaran untuk vaksinasi dan sifat virusnya yang sering kali tanpa gejala pada tahap awal,0
"apalah yang sedang dipertahankan oleh kejaksaan sehingga ingin menjadi penegak hukum yang super power melalui ruu kejaksaan 

tolak ruu kejaksaan 
 
cap badak tidur tikus babi bandung peringatan darurat love story prabowo cica ne zha jepang",0
tempo setelah dikirimin kepala babi,0
"jubir istana ini dan pengirim paket kepala babi dan bangkai tikus ke wartawan tempo teruslah tolol
jelas sekal pendidikan rendah
aktor intelektualnya bodoh
masa dia ngga tahu alamat yg paling cocok paket beginian 
harusnya di kirim ke kantor lain yg terkenal jadi sarang tikus",0
yg ngirim kepala babi dan tikus mati ke kantor tempo kok begitu yaa bisa bisanya mereka ngirim bangkai sodara mereka sendiri pantes hasan bilang yg kepala babi minta di masak aja ternyata mereka emang pemakan bangkai,0
ini mobilnya ada dikasih embel embel dari tempo atau ada publikasi plat kendaraan kah kalau nggak dan masih diserang artinya orang kenal rezim,0
yg mereka kirimkan adalah boomerang,0
"mbak puan mndorong pemerintah utk serius mmberantas judol
korban dri judi online ud bnyk bahkn bnyk yg harus bunuh diri 
dulu menterinya awal mnjabat bgtu keras mw mmberantas judol gk smpe sebulan mndadak melempem 
ap mungkin krn yg dia hadapi adlh org yg dsbut bocor alus kmren",0
tribunnews akibat serangan orang tak dikenal kantor tempo berantakan,1
"kalau tempo aja bisa nemuin siapa orng di balik judol tentu tempo lebih bisa nemuin orang yang mengirim kepala babi dan tikus ke kantor mereka 

tentu",2
"harap bersabar ini ujian buat rakyat indonesia tahun masih lama 
 
 
 
 
cica fajar alfian anies ga gue maafin lu semua we love you jungkook happy birthday renjun tikus babi",0
"dewan pers dan aktivis menilai pernyataan hasan nasbi terkait paket kepala babi untuk jurnalis tempo dinilai tidak berempati dan melanggar prinsip kebebasan pers 

selengkapnya di sini",0
"primo tempo ampiamente dominato nonostante occasioni in cui sommer si ancora una volta dimostrato un gran portiere 
darmian eterno 
golazo di tikus al momento giusto 
vinciamola 

 inter",2
kabar terkini tempo serangan israel ke gaza tewaskan tiga jurnalis tempo,1
hoax kepala sapi sementara tempo diteror kepala babi kan tolol kau,0
"pernyataan kepala kantor kepresidenan tentang kiriman kepala babi ke tempo itu bisa dimasak cerminan otoritarianisme 

 sikap pemerintah melindungi kebebasan pers dan keselamtan jurnalis dipertanyakan",1
tempo dah kembali dapet kiriman teror kali ini bangkai tikus yg terpenggal gila,0
"sempat lewat di timeline sebelah karena ramai ini dari pov drivernya sendiri 
yak lagi lagi narasinya apa rakyat disuruh bersyukur sama kaya makan bergizi gratis 
tempo hari ada anak yang mengeluh dengan lauk mbg diserang buzzer habisan karena dianggap tidak besyukur",0
ohh mau mengakuisisi pentolan media biar bisa dibungkam,0
o que eu j quero marcar que tava falando com a babi uma tarde de ch talvez antes do show da ana luiza pq falei da mesma coisa com voc s duas ao mesmo tempo e todas as opini es batem,2
"dunia wartawan tempo terima ancaman polis indonesia lakukan siasatan

 bernamanews",1
makanya aku berisik di wa biar yg gak pernah buka sosmed minimal lihat sw itupun masih ada yg gak peduli senjata kita cuma kemampuan buat rame sih media udah dibungkam semua,0
"teror ke 
 
 makin brutal

kantor tempo diteror lagi 
kali ini kardus berisi bangkai tikus ditemuin sabtu pagi bungkusan itu dilempar dini hari oleh orang tak dikenal 

siapa yg ketakutan sama tempo",0
"kejaksaan bungkam media dibungkam rakyat dibungkam lalu siapa yang boleh bersuara 
 pembungkamandemokrasi pembungkamanpers",0
terlintas dipikiran kenapa teror kepala babi dan tikus sampai sekarang yg terlihat sangat mudah diurus tapi belum terungkap tetapi jurnalis tempo bisa menyelidiki kasus judi online sampai ke kamboja,0
media benar benar di bungkam dan penuh ancaman kalau sampai memberitakan masalah demo ini,0
espero que seja s o tempo do corpo acostumar como li em alguns sites pq pqp ser mulher parece castigo,1
kagak sia sia ngesubret majalah online tempo sehat sehat jurnalis tempo,0
apa oknum istana tahu orang yang mengintimidasi warrawan tempo sampai dua kali masa kepala babi dan tikus dikirim ini penghinaan negara sama jurnalis kita ini bisa wartawan boikot tidak meliput berita pemerintah kalau kasus ini tidak bisa dibuka setelah lebaran,0
"breaking news

kantor 
 
 mendapat kiriman kepala babi yg ditujukan kepada wartawati tempo fransisca christy rosana atau caca 

ada yg terusik dan gerah dengan pemberitaan",1
buzzer dimana mana juga banyaknya dari pihak dia lagian yang diwaspai harusnya hilangnya kebebasan pers karena tanda tanda mulai muncul seperti ancaman yang didapat tempo daging babi dan bangkai tikus,0
menyala tempo,2
astagfirullah sama jurnalis aja takut ntar juga ada yang ngespill di bocor alus,0
gmn orang voter tau kalo indonesia kacau org media dibungkam demo se besar itu gaada media satupun yg nyiarin di tv nasional,0
"wakil pemimpin redaksi tempo bagja hidayat mengungkap ada pesan ancaman usai rentetan kiriman teror kepala babi dan tikus di kantornya disebutkan jurnalis perempuan bernama cica mengalami doxxing hingga diganggu keluarganya 

akun peneror itu bahkan",1
id wkwk,2
cara eu s engajei nesse programa por causa da aline eu gosto de perder meu tempo com reality mas nesse eu t de boas,2
"setelah paket potongan kepala babi kantor redaksi tempo mendapatkan kiriman kedua berupa kotak berisi bangkai tikus yang dipenggal paket tersebut dilempar melalui tembok samping gedung sabtu dinihari sekitar pukul wib 

 kepalababi tikus tempo tvtempo",1
"quem n entregou mto foi o p blico que tirou um monte de gente que entregava o m nimo e deixou um monte de gente que j devia ter sa do faz tempo 
eu n o sou team ballet e acho que o pared o de hoje devia ser o da final foi antecipado demais depois reclamam q nd acontece",2
ngirim bangkai tikus ke tempo,0
orba bangkit kembali tandanya myata media dibungkam tempo dpt paketan kepala babi dan tikus media yg kmn ada apa dgn negara ini,0
"gw takut mas nya itu dapet ancaman atau metro dapet ancaman ijin siar dicabut tapi apapun itu aku ttp berharap media mainstream terus menyuarakan keresahan rakyat 
 tolakruupolri cabutuutni",0
fakta kok babi babi kau anjeng mana argumenmu fakta kok permainan madrid skrg gk jls gk terarah gk bisa bikin peluang ya krn gk ada jenderal lini tengah pengatur tempo blok fede cama coameni faktanya bukan maestro mereka gelandang petarung boba babi boba babu aja kau,0
waduh g takut tikus e gede butuh weden an maneh cus copi fotoo d,0
parno skali dng papancuri bunyi cica jatuh bunyi detik jam bunyi tikus baribut jo langsung bqng qt bahoba di jendela qra papancuri x x,1
terkait kasus kepala babi mungkin kita harus samakan persepsi nya dl jika kepala babi dikirim untuk tempo sebagai media maka kita sepakat bahwa kebebasan pers kita sedang di goyang namun jika dikirim untuk oknum pribadi dan kebetulan dia non muslim bisa jdi disuruh masak,0
beneficios que nos da el rosario seg n sor luc a vidente de f tima dan ganas de rezarlo,2
vou orar pelo segundo tempo,1
"ruu tni kenapa banyak yang diam 
ruu tni berpotensi mengubah tatanan sipil militer di indonesia tapi kenapa kritik tiba tiba menghilang media sunyi para kritikus sepi apakah ini kebetulan atau ada yang sengaja dibungkam kenapa semua mendadak senyap ruutni demokrasi",0
ada ga sih influencer tiktok yang bisa bantu edukasi ke influencer tiktok yg udah menghembuskan omongan kalau tempo itu ngirim tikus itu sendiri bisa ga sih ini di up buat bantu ngelurusin omongan skrg komentar ig soal tempo dikasih tikus dianggep drama alah buzzer tai anjing,0
teror kepala babi dan bangkai tikus di kantor tempo jadi ancaman kebebasan pers simak kronologi dampak dan respons publik terhadap aksi pembungkaman jurnalis,1
kepala babi dan bangkai tikus ke tempo diduga politik playing victim,0
kami tidak benci bahkan sering membela tempo jika diserang secara tidak fair tapi belakangan media itu menjadi tendensius partisan bahkan hoax adalah fakta bayangkan media sekelas tempo bisa menyebarkan hoax tanpa verifikasi begini tentu bukan karena kecelakaan kan,0
"odavno ga nisam suknuo babi 
 
 usta ka fukaro iz livna da li ti je skoro fra vjekoslav pi ao u usta",1
demi allah gue dikasih cobaan kenapa tega tega banget ya buset masa pas ke toilet ada tikus merambat terus masuk selokan,0
orang orang yang masih menganggap indonesia baik baik aja tuh sadar gak sih kalo sebenernya media nasional tuh udah dibungkam dan di setting sedemikian rupa menampilkan peristiwa yg damai damai aja tuh sengaja biar kalian ga akan percaya sama kelakuan asli bejat mereka,0
eu passo mal que ele eh assim ao mesmo tempo que dan ando da at pirueta,1
"tempo kembali dikirimi ancaman berupa bangkai tikus pers mulai diancam guys
 tolakruutni
 tolakrevisiuutni
 peringatandarurat 
 indonesiagelap
 tolakdwifungsiabri 
 tolakruupolri 
 tolakruukejaksaan",0
os fan projects tbm o pessoal vai ter que correr mto pra ficar pronto a tempo,1
akibat pemberitaan tempo para para babi dan tikus pada mati tempo memang keren,0
"lagunya exo tuh cocok juga buat isu belakangan yang melibatkan tikus dan babi 

don t mess up my tempo",2
bocor alus adalah fakta tertunda jadi penasaran bocor alus dulu brain stromingny gimana sampe keluar nama bocor alus,0
"ketua dpr ri 
 
 meminta aparat penegak hukum untuk mengusut tuntas kasus teror paket yang dikirimkan ke kantor media tempo karena aksi teror terhadap kantor media massa bisa mengancam kebebasan pers puan menuturkan jika ada pihak yang merasa keberatan dengan",1
"kecoa sous cica santang tikus bakar 
 
 nda warr ngn noh",0
"teror bangkai hewan yang dialami tempo adalah bentuk pelanggaran ham yang serius 

komnas ham menegaskan bahwa tindakan ini merupakan upaya untuk membungkam kebebasan pers 

baca artikel lengkapnya disini 

 komnasham terortempo kebebasanpers",1
ent o foi bom eu gostei dos casais apesar de tudo mas realmente pra quem leu o webtoon que n o tinha um envolvimento do casal hetero frustrante e o tempo de tela deles sendo namorados meio segundo ent o isso foi bom mas poderia ter sido excepcional heesuinclass,2
kalau mengirim tai sapi ke dprd semarang adalah kebebasan berpendapatan apakah bangkai tikus dan babi di kantor tempo adalah kebebasan berpendapatan juga,1
"teror berlanjut setelah kepala babi kantor tempo diteror bangkai tikus

sumber kompas tv maret 
 terortempo teror tempo poldametrojaya babi bangkaitikus tikus redaksitempo",1
pemilik restoran bipang ambawang juniarto mengaku kebanjiran pesanan setelah kuliner olahan daging babi panggang asli kalimantan barat itu viral karena diendorse oleh presiden joko widodo tempobisnis,1
paling geli sama apa ular tikus kecoa cica kodo ayam cacing buaya,0
"dongeng sebelum tidur

 war zone journalist 

dalam tulisan ini aku pengen cerita soal kehidupan para jurnalis yang mengambil resiko bertugas di zona perang 

bagaimana mereka hidup dalam ancaman bahaya yang bisa datang setiap saat hingga mereka yg gugur dalam tugasnya",0
"kepala kantor komunikasi presiden pco hasan nasbi menegaskan pernyataan dimasak saja yang diucapkannya terkait teror kepala babi ke redaksi tempo bukanlah bentuk mengecilkan kebebasan pers 

 beritasonora via",1
wkwkwk,2
yep mereka full acapella di lagu tempo ini nder btw lemme drop this hehe beliau adalah pencipta lagu tempo cmiiw,1
"gini banget nih media dibungkam wahh gila indon
 gagalkanruutni 
 cabutruutni
 tolakruutni
 tolakrevisiuutni
 peringatandarurat 
 indonesiagelap
 tolakdwifungsiabri
 supremasisipil
 tolakruupolri 
 tolakruukejaksaan",0
rt sedia ideaife il pest control pengusir nyamuk tikus dsb cuma rb hub fadilarhm cica,1
seru liat kakek gue kejer tikus,0
v l lavar a cabe a do seus filhos e levar eles tomar um sol fora de casa que vc t com muito tempo livre pra um pai que de fato cria os filhos,2
"rt 
 
 akibat serangan orang tak dikenal kantor tempo berantakan cont",0
"ini yg tempo dikirimin kepala babi sm bangkai tikus kata bapakku dulu taun an ada media dikirimin kepala manusia
speechless bgt dengernya",0
btw kaget liat trending tempo ga mempan dikirimin kepala babi sama tikus sekarang diserang pake buzzer sampe trending,0
"anyway fyi ada banyak orang yang memaklumi bahkan setuju sama teror babi dan tikus ke tempo kok bisa 

karena mereka percaya teori konspirasi kalau tempo itu didanai asing terutama george soros antek irl

padahal george soros orang hungaria holocaust survivor pula",0
v spera de feriado o tempo demora x mais p passar desgra a,1
setidaknya ada beberapa yg membaca ada beberapa yg melihat karena tv dan berita sebagai media nasional sudah mulai dibungkam dan dibredel tokoh tokoh yg speak up mulai diterror bahkan warga internasional sudah sangat melirik kondisi kita dimulai dari ihsg stagnan menurun,0
"racun tikus dan engkau cica tikusnya prt 
 
 ahahah racun apaan dy rt yaudah merem lah skrg bowo",0
"tempo dari kemarin dikirim kepala babi dan bangkai tikus yang kepalanya juga dipenggal 

mengingat presiden kita sering ngomong ndasmu ya hmm apakah ini apakah",0
jaringan internasional tempo kuat asli dulu ada koalisi jurnalis sedunia buat ngusut dan publist kasus panama papper wakil indo di kasus itu cuma tempo,1
paket kado bunga mawar merah begini kronologi teror bangkai tikus di kantor tempo,1
iya berdasarkan saran teddy gusnaidi di x untuk memalsukan ancaman dengan mengirim kepala sapi ke kantor media tempo dan menyalahkan pemerintah demi keuntungan bisnis sepertinya cocok disebut semacam tikus dalam budaya indonesia tikus melambangkan sifat licik dan tak bisa,0
